1,4377,63,3383
2,4913,264,4581
3,2744,420,2592
4,2634,631,2281
5,2436,733,2076
6,2452,891,2102
7,2518,1130,2136
8,2191,1171,1916
9,1968,1224,1677
10,1859,1404,1596
11,1673,1499,1412
12,1415,1550,1240
13,1356,1715,1191
14,1241,1756,1028
15,1046,1740,971
16,1060,1829,944
17,983,1813,816
18,897,1823,785
19,849,1924,787
20,839,1800,715
21,788,1774,711
22,754,1794,711
23,694,1720,624
24,650,1615,620
25,612,1617,545
26,719,1595,619
27,598,1546,608
28,544,1460,503
29,539,1322,557
30,542,1218,507
31,507,1296,528
32,456,1188,476
33,481,1074,492
34,408,1021,467
35,436,947,426
36,424,898,469
37,384,811,457
38,384,746,440
39,373,693,413
40,366,633,404
41,378,634,443
42,322,593,403
43,335,532,408
44,327,538,394
45,297,446,420
46,312,436,385
47,311,399,401
48,299,394,367
49,285,405,419
50,294,375,403
51,265,330,377
52,279,330,375
53,289,298,364
54,269,324,383
55,259,276,381
56,296,278,372
57,275,266,384
58,262,253,341
59,243,238,314
60,251,260,333
61,234,224,306
62,263,261,311
63,227,222,311
64,231,223,287
65,207,196,271
66,229,209,246
67,206,215,281
68,196,196,261
69,220,179,267
70,188,147,262
71,179,164,247
72,160,163,236
73,171,132,225
74,151,155,224
75,161,150,210
76,141,124,210
77,128,134,208
78,148,119,189
79,142,110,219
80,127,118,211
81,143,118,209
82,118,109,177
83,123,90,189
84,113,103,182
85,91,106,192
86,109,97,160
87,99,96,158
88,125,96,169
89,87,82,218
90,100,87,268
91,101,85,225
92,97,76,161
93,109,75,155
94,93,76,124
95,96,65,125
96,96,77,119
97,91,89,128
98,84,66,113
99,81,65,99
100,75,62,111
101,75,51,91
102,86,64,104
103,68,59,99
104,66,46,88
105,65,47,91
106,72,44,88
107,69,52,92
108,68,53,86
109,79,45,88
110,62,46,93
111,56,39,69
112,64,36,78
113,70,42,97
114,53,33,71
115,63,33,74
116,59,32,78
117,63,29,66
118,59,35,70
119,45,31,76
120,46,19,69
121,66,19,72
122,54,19,77
123,57,32,53
124,58,24,81
125,60,28,83
126,47,16,106
127,52,21,169
128,40,14,165
129,48,9,76
130,45,17,60
131,38,16,44
132,54,9,43
133,40,7,47
134,27,21,37
135,30,18,39
136,30,10,28
137,26,6,32
138,27,8,39
139,26,8,28
140,28,14,27
141,19,8,29
142,24,10,34
143,29,11,29
144,26,10,26
145,16,10,20
146,18,7,20
147,23,11,27
148,23,7,24
149,21,11,29
150,16,11,22
151,16,7,19
152,11,8,20
153,21,6,20
154,15,4,17
155,12,3,13
156,9,8,11
157,12,8,14
158,10,7,11
159,10,10,14
160,10,6,19
161,14,5,14
162,9,7,9
163,14,3,17
164,8,3,12
165,9,6,15
166,5,3,9
167,6,5,6
168,9,5,8
169,7,4,9
170,8,4,10
171,4,8,11
172,8,2,9
173,5,3,11
174,7,1,6
175,5,3,7
176,5,2,4
177,4,1,5
178,4,4,7
179,9,4,8
180,5,1,8
181,4,1,7
182,7,2,7
183,6,2,8
184,3,1,6
185,7,1,8
186,7,2,2
187,8,1,6
188,3,2,6
189,5,0,5
190,5,0,7
191,8,0,6
192,5,1,7
193,1,0,2
194,3,0,7
195,6,0,3
196,6,0,4
197,6,0,5
198,3,0,5
199,3,0,5
200,3,0,2
201,5,0,4
202,7,0,9
203,5,0,5
204,8,0,7
205,5,0,8
206,13,0,15
207,7,0,5
208,5,0,6
209,8,0,6
210,7,0,2
211,4,0,6
212,7,0,6
213,3,0,5
214,1,0,1
215,0,0,0
216,1,0,1
217,2,0,1
218,1,0,1
219,2,0,3
220,1,0,0
221,0,0,1
222,0,0,0
223,0,0,0
224,0,0,0
225,0,0,0
226,0,0,0
227,0,0,0
228,0,0,0
229,0,0,1
230,0,0,0
231,0,0,0
232,0,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,1
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
256,0,0,0
