1,28.175103
2,28.662193
3,28.487025
4,28.091718
5,27.666932
6,27.277289
7,26.932909
8,26.637392
9,26.382858
10,26.160980
11,25.970975
12,25.802908
13,25.656848
14,25.525646
15,25.410162
16,25.304625
17,25.211699
18,25.126530
19,25.049780
20,24.978778
