0,27.313727
1,27.315660
2,27.318906
3,27.332030
4,27.353474
5,27.388128
6,27.427611
7,27.472153
8,27.521339
9,27.577710
10,27.640898
11,27.694806
12,27.751999
13,27.808925
14,27.859897
15,27.910692
16,27.952870
17,27.993817
18,28.047165
19,28.110089
20,28.177228
21,28.239976
22,28.299458
23,28.362242
24,28.414923
25,28.462621
26,28.506147
27,28.547256
28,28.599669
29,28.654739
30,28.698104
31,28.741011
32,28.773190
33,28.817028
34,28.866709
35,28.930178
36,28.991555
37,29.045412
38,29.053109
39,29.102688
40,29.168519
41,29.214100
42,29.252639
43,29.292679
44,29.320501
45,29.366542
46,29.398129
47,29.432240
48,29.505435
49,29.567184
50,29.616074
51,29.668234
52,29.710060
53,29.723695
54,29.759363
55,29.773985
56,29.825715
57,29.871051
58,29.902120
59,29.964701
60,30.017976
61,30.055885
62,30.095793
63,30.164679
64,30.194389
65,30.189875
66,30.237501
67,30.274182
68,30.317904
69,30.338163
70,30.384281
71,30.425475
72,30.451932
73,30.456220
74,30.511899
75,30.542774
76,30.542774
77,30.577898
78,30.590191
79,30.647763
80,30.752316
81,30.776823
82,30.801651
83,30.794434
84,30.829727
85,30.877863
86,30.868522
87,30.879256
88,30.889147
89,30.887265
90,30.896736
91,30.898159
92,30.909007
93,30.916730
94,30.906095
95,30.906095
96,30.906095
97,30.919634
98,30.939682
99,30.939682
100,30.939682
101,30.940705
102,30.940705
103,30.916137
104,30.905650
105,30.908156
106,30.906969
107,30.901433
108,30.901433
109,30.884923
110,30.864082
111,30.864082
112,30.864082
113,30.864082
114,30.864082
115,30.864082
116,30.881132
117,30.864655
118,30.864655
119,30.864655
120,30.826322
121,30.809203
122,30.752340
123,30.734634
124,30.673129
125,30.673129
126,30.673129
127,30.627165
128,30.605816
129,30.600831
130,30.600831
131,30.600831
132,30.548712
133,30.526469
134,30.526469
135,30.526469
136,30.526469
137,30.526469
138,30.526469
139,30.499845
140,30.499845
141,30.499845
142,30.436343
143,30.436343
144,30.436343
145,30.412715
146,30.358779
147,30.338464
148,30.338464
149,30.312129
150,30.282663
151,30.258260
152,30.227827
153,30.201785
154,30.171347
155,30.171347
156,30.171347
157,30.171347
158,30.171347
159,30.171347
160,30.143958
161,30.118413
162,30.118413
163,30.118413
164,30.118413
165,30.118413
166,30.118413
167,30.053858
168,30.053858
169,30.053858
170,30.053858
171,30.053858
172,30.053858
173,30.053858
174,30.053858
175,30.053858
176,30.053858
177,30.019130
178,30.019130
179,30.019130
180,30.019130
181,30.019130
182,29.989034
183,29.989034
184,29.989034
185,29.989034
186,29.969415
187,29.969415
188,29.930776
189,29.930776
190,29.930776
191,29.930776
192,29.930776
193,29.930776
194,29.930776
195,29.895506
196,29.895506
197,29.895506
198,29.895506
199,29.895506
200,29.895506
201,29.895506
202,29.895506
203,29.895506
204,29.895506
205,29.895506
206,29.895506
207,29.895506
208,29.895506
209,29.785173
210,29.785173
211,29.785173
212,29.628208
213,29.628208
214,29.628208
215,29.577258
216,29.530399
217,29.430404
218,29.388900
219,29.347027
220,29.347027
221,29.301725
222,29.301725
223,29.301725
224,29.208684
225,29.208684
226,29.208684
227,29.164377
228,28.939559
229,28.939559
230,28.939559
231,28.896802
232,28.896802
233,28.896802
234,28.896802
235,28.896802
236,28.805624
237,28.716304
238,28.673561
239,28.673561
240,28.673561
241,28.630523
242,28.545005
243,28.502172
244,28.502172
245,28.416715
246,28.374094
247,28.374094
248,28.374094
249,28.374094
250,28.374094
251,28.374094
252,28.374094
253,28.374094
254,28.374094
255,28.374094
