1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,1
9,0,0,1
10,0,0,34
11,0,0,163
12,0,1,485
13,0,0,1280
14,0,1,2568
15,0,16,3360
16,0,52,4286
17,0,129,4800
18,0,290,4416
19,0,476,3680
20,0,999,2839
21,0,1631,2341
22,0,1942,1984
23,0,2355,1690
24,0,2745,1438
25,1,3207,1388
26,0,3134,1273
27,0,2974,1144
28,0,2807,1159
29,1,2315,1052
30,6,1969,999
31,10,1736,942
32,18,1475,900
33,34,1355,897
34,54,1197,838
35,75,1122,860
36,107,939,800
37,183,949,815
38,195,938,794
39,281,872,732
40,442,781,666
41,557,764,732
42,792,759,638
43,839,763,645
44,937,689,587
45,1005,677,614
46,1143,629,611
47,1212,635,608
48,1299,617,592
49,1446,560,546
50,1541,620,561
51,1666,564,595
52,1584,572,571
53,1550,562,573
54,1584,531,550
55,1390,533,500
56,1442,551,580
57,1365,551,524
58,1224,481,545
59,1091,494,464
60,1017,456,470
61,952,448,433
62,870,494,385
63,866,430,365
64,772,426,312
65,703,427,308
66,699,412,262
67,656,361,232
68,629,428,196
69,568,396,171
70,576,407,153
71,546,416,117
72,472,404,94
73,467,352,68
74,499,382,72
75,450,393,60
76,470,368,48
77,468,395,33
78,425,363,32
79,447,391,30
80,401,390,21
81,380,369,7
82,377,346,3
83,387,335,1
84,385,403,2
85,374,338,0
86,400,363,0
87,363,381,0
88,356,329,0
89,333,299,0
90,343,321,0
91,334,304,0
92,322,278,0
93,307,256,0
94,309,257,0
95,326,237,0
96,316,208,0
97,301,219,0
98,283,193,0
99,277,176,0
100,298,166,0
101,322,152,0
102,294,138,0
103,270,123,0
104,274,106,0
105,298,101,0
106,300,90,0
107,262,79,0
108,278,68,0
109,253,52,0
110,269,42,0
111,264,50,0
112,267,48,0
113,284,34,0
114,265,36,0
115,286,22,0
116,243,23,0
117,238,24,0
118,261,22,0
119,233,16,0
120,224,14,0
121,232,11,0
122,210,3,0
123,238,3,0
124,246,1,0
125,248,0,0
126,225,2,0
127,205,0,0
128,208,0,0
129,218,0,0
130,214,0,0
131,213,0,0
132,195,0,0
133,217,0,0
134,175,0,0
135,186,0,0
136,221,0,0
137,207,0,0
138,202,0,0
139,194,0,0
140,215,0,0
141,192,0,0
142,192,0,0
143,224,0,0
144,195,0,0
145,209,0,0
146,188,0,0
147,164,0,0
148,201,0,0
149,181,0,0
150,205,0,0
151,188,0,0
152,168,0,0
153,200,0,0
154,196,0,0
155,199,0,0
156,190,0,0
157,173,0,0
158,208,0,0
159,183,0,0
160,198,0,0
161,192,0,0
162,180,0,0
163,189,0,0
164,181,0,0
165,165,0,0
166,166,0,0
167,169,0,0
168,209,0,0
169,194,0,0
170,177,0,0
171,161,0,0
172,173,0,0
173,190,0,0
174,208,0,0
175,173,0,0
176,164,0,0
177,165,0,0
178,143,0,0
179,156,0,0
180,157,0,0
181,164,0,0
182,149,0,0
183,155,0,0
184,147,0,0
185,131,0,0
186,126,0,0
187,130,0,0
188,129,0,0
189,128,0,0
190,129,0,0
191,108,0,0
192,102,0,0
193,106,0,0
194,104,0,0
195,115,0,0
196,96,0,0
197,97,0,0
198,84,0,0
199,92,0,0
200,86,0,0
201,80,0,0
202,82,0,0
203,70,0,0
204,60,0,0
205,78,0,0
206,58,0,0
207,65,0,0
208,59,0,0
209,47,0,0
210,62,0,0
211,39,0,0
212,52,0,0
213,38,0,0
214,40,0,0
215,39,0,0
216,39,0,0
217,29,0,0
218,26,0,0
219,26,0,0
220,22,0,0
221,20,0,0
222,28,0,0
223,22,0,0
224,22,0,0
225,26,0,0
226,15,0,0
227,19,0,0
228,14,0,0
229,22,0,0
230,12,0,0
231,10,0,0
232,7,0,0
233,16,0,0
234,12,0,0
235,12,0,0
236,8,0,0
237,14,0,0
238,7,0,0
239,9,0,0
240,6,0,0
241,8,0,0
242,7,0,0
243,4,0,0
244,2,0,0
245,1,0,0
246,2,0,0
247,1,0,0
248,0,0,0
249,1,0,0
250,0,0,0
251,0,0,0
252,2,0,0
253,0,0,0
254,0,0,0
255,0,0,0
256,0,0,0
