1,129,0
2,0,163
3,290,0
4,0,0
5,0,0
6,0,0
7,476,485
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,999,0
15,0,0
16,0,0
17,0,1280
18,0,0
19,0,0
20,0,0
21,1631,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,1942,2568
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,2355,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,3360
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,2745,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,3206,4286
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,3134,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,4800
84,0,0
85,0,0
86,0,0
87,0,0
88,2974,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,2807,4416
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,2315,0
106,0,0
107,0,0
108,0,0
109,0,3680
110,0,0
111,0,0
112,1969,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,1736,2839
119,0,0
120,0,0
121,0,0
122,0,0
123,1475,0
124,0,0
125,0,2341
126,0,0
127,0,0
128,1355,0
129,0,0
130,0,0
131,0,0
132,1197,1984
133,0,0
134,0,0
135,0,0
136,1122,0
137,0,0
138,1,1690
139,939,0
140,0,0
141,0,0
142,0,0
143,949,1438
144,0,0
145,0,0
146,938,0
147,0,0
148,0,1388
149,0,0
150,872,0
151,0,0
152,0,0
153,781,1273
154,0,0
155,764,0
156,0,0
157,0,1144
158,759,0
159,0,0
160,0,0
161,763,1159
162,0,0
163,0,0
164,689,0
165,0,1052
166,677,0
167,0,0
168,0,0
169,629,999
170,0,0
171,635,0
172,0,942
173,617,0
174,0,0
175,0,0
176,560,900
177,0,0
178,620,0
179,0,897
180,564,0
181,0,0
182,572,838
183,0,0
184,562,0
185,0,0
186,0,860
187,531,0
188,0,0
189,533,800
190,0,0
191,551,0
192,0,815
193,551,0
194,0,0
195,481,794
196,494,0
197,0,732
198,456,0
199,0,0
200,448,666
201,0,0
202,494,0
203,430,732
204,0,0
205,426,638
206,0,0
207,427,645
208,412,0
209,0,0
210,361,587
211,428,0
212,0,614
213,396,0
214,0,0
215,407,611
216,416,0
217,0,608
218,404,0
219,352,592
220,0,0
221,382,546
222,393,0
223,0,0
224,368,561
225,395,0
226,363,595
227,0,0
228,391,571
229,390,0
230,0,573
231,369,0
232,346,550
233,0,0
234,335,500
235,403,0
236,338,580
237,0,0
238,363,0
239,381,524
240,329,545
241,0,0
242,299,464
243,321,0
244,304,470
245,278,433
246,256,0
247,257,385
248,445,365
249,219,312
250,193,308
251,342,262
252,290,232
253,330,367
254,331,364
255,307,374
256,39,0
